id,date,user_username,user_displayname,content,like_count,retweet_count,reply_count,quote_count,lang,url,external_urls,is_retweet,is_quote,is_reply,referenced_tweet_id,referenced_tweet_text,search_query,search_preset,search_hashtags,search_lang,search_since,search_until,search_executed_at
1968618665378464155,2025-09-18 10:10:39+00:00,,,"Enlace a #FabryLink 
⛓️‍💥https://t.co/3faZOlFNSt

#Fabry #RedFabry https://t.co/9RWSWdjrbM",0,0,0,0,es,https://x.com/i/web/status/1968618665378464155,https://www.linkedin.com/groups/13127985/ https://x.com/AinhoaRobles/status/1968618665378464155/photo/1,False,False,False,,,(#Fabry OR #FabryDisease OR #FabryAwareness OR #FabryHeroes OR #LivingWithFabry OR #FabryTreatment OR #FabryCommunity OR #EnfermedadDeFabry OR #FabryEspañol OR #FabryLatAm OR #DiagnósticoPrecozFabry OR #TratamientoFabry OR #VisibilidadFabry OR #VidaConFabry OR #HéroesFabry OR #MesDeConcienciaciónFabry OR #GenéticaFabry),fabry,#Fabry #FabryDisease #FabryAwareness #FabryHeroes #LivingWithFabry #FabryTreatment #FabryCommunity #EnfermedadDeFabry #FabryEspañol #FabryLatAm #DiagnósticoPrecozFabry #TratamientoFabry #VisibilidadFabry #VidaConFabry #HéroesFabry #MesDeConcienciaciónFabry #GenéticaFabry,,,,2025-09-18T15:42:44Z
1968418173977313448,2025-09-17 20:53:58+00:00,,,"RT @mariangoicoeche: Enlace a #FabryLink 📷️‍📷 https://t.co/Z3Z6H4ytV9

#Fabry #RedFabry https://t.co/uncZMAYMR6",0,1,0,0,es,https://x.com/i/web/status/1968418173977313448,https://www.linkedin.com/groups/13127985/ https://x.com/mariangoicoeche/status/1968387801944297791/photo/1,True,False,False,1968387801944297791,"Enlace a #FabryLink 📷️‍📷 https://t.co/Z3Z6H4ytV9

#Fabry #RedFabry https://t.co/uncZMAYMR6",(#Fabry OR #FabryDisease OR #FabryAwareness OR #FabryHeroes OR #LivingWithFabry OR #FabryTreatment OR #FabryCommunity OR #EnfermedadDeFabry OR #FabryEspañol OR #FabryLatAm OR #DiagnósticoPrecozFabry OR #TratamientoFabry OR #VisibilidadFabry OR #VidaConFabry OR #HéroesFabry OR #MesDeConcienciaciónFabry OR #GenéticaFabry),fabry,#Fabry #FabryDisease #FabryAwareness #FabryHeroes #LivingWithFabry #FabryTreatment #FabryCommunity #EnfermedadDeFabry #FabryEspañol #FabryLatAm #DiagnósticoPrecozFabry #TratamientoFabry #VisibilidadFabry #VidaConFabry #HéroesFabry #MesDeConcienciaciónFabry #GenéticaFabry,,,,2025-09-18T15:42:44Z
1968387801944297791,2025-09-17 18:53:17+00:00,,,"Enlace a #FabryLink 📷️‍📷 https://t.co/Z3Z6H4ytV9

#Fabry #RedFabry https://t.co/uncZMAYMR6",3,1,0,0,es,https://x.com/i/web/status/1968387801944297791,https://www.linkedin.com/groups/13127985/ https://x.com/mariangoicoeche/status/1968387801944297791/photo/1,False,False,False,,,(#Fabry OR #FabryDisease OR #FabryAwareness OR #FabryHeroes OR #LivingWithFabry OR #FabryTreatment OR #FabryCommunity OR #EnfermedadDeFabry OR #FabryEspañol OR #FabryLatAm OR #DiagnósticoPrecozFabry OR #TratamientoFabry OR #VisibilidadFabry OR #VidaConFabry OR #HéroesFabry OR #MesDeConcienciaciónFabry OR #GenéticaFabry),fabry,#Fabry #FabryDisease #FabryAwareness #FabryHeroes #LivingWithFabry #FabryTreatment #FabryCommunity #EnfermedadDeFabry #FabryEspañol #FabryLatAm #DiagnósticoPrecozFabry #TratamientoFabry #VisibilidadFabry #VidaConFabry #HéroesFabry #MesDeConcienciaciónFabry #GenéticaFabry,,,,2025-09-18T15:42:44Z
1968287512792862796,2025-09-17 12:14:46+00:00,,,"RT @JavierLimeres: 💡Si buscas apoyo e información sobre la enfermedad de Fabry, únete a nuestro grupo privado de LinkedIn, #FabryLink, para…",0,1,0,0,es,https://x.com/i/web/status/1968287512792862796,,True,False,False,1967847785040056405,"💡Si buscas apoyo e información sobre la enfermedad de Fabry, únete a nuestro grupo privado de LinkedIn, #FabryLink, para conectar con otros expertos🧩
Enlace⛓️‍💥 https://t.co/HqZguQmrgN
#Fabry #RedFabry
Dirigido a profesionales sanitarios. Colaboración con Sanofi",(#Fabry OR #FabryDisease OR #FabryAwareness OR #FabryHeroes OR #LivingWithFabry OR #FabryTreatment OR #FabryCommunity OR #EnfermedadDeFabry OR #FabryEspañol OR #FabryLatAm OR #DiagnósticoPrecozFabry OR #TratamientoFabry OR #VisibilidadFabry OR #VidaConFabry OR #HéroesFabry OR #MesDeConcienciaciónFabry OR #GenéticaFabry),fabry,#Fabry #FabryDisease #FabryAwareness #FabryHeroes #LivingWithFabry #FabryTreatment #FabryCommunity #EnfermedadDeFabry #FabryEspañol #FabryLatAm #DiagnósticoPrecozFabry #TratamientoFabry #VisibilidadFabry #VidaConFabry #HéroesFabry #MesDeConcienciaciónFabry #GenéticaFabry,,,,2025-09-18T15:42:44Z
1968192360309010665,2025-09-17 05:56:40+00:00,,,"RT @MPSpapas: Chiesi presenta nuevas presentaciones sobre #Fabry y #AlfaManosidosis en el ICIEM 2025
#enfermedadesraras  https://t.co/4rpdo…",0,1,0,0,es,https://x.com/i/web/status/1968192360309010665,https://t.co/4rpdo,True,False,False,1968183859243258166,"Chiesi presenta nuevas presentaciones sobre #Fabry y #AlfaManosidosis en el ICIEM 2025
#enfermedadesraras  https://t.co/4rpdoKeHFC vía @IMMedicoHosp",(#Fabry OR #FabryDisease OR #FabryAwareness OR #FabryHeroes OR #LivingWithFabry OR #FabryTreatment OR #FabryCommunity OR #EnfermedadDeFabry OR #FabryEspañol OR #FabryLatAm OR #DiagnósticoPrecozFabry OR #TratamientoFabry OR #VisibilidadFabry OR #VidaConFabry OR #HéroesFabry OR #MesDeConcienciaciónFabry OR #GenéticaFabry),fabry,#Fabry #FabryDisease #FabryAwareness #FabryHeroes #LivingWithFabry #FabryTreatment #FabryCommunity #EnfermedadDeFabry #FabryEspañol #FabryLatAm #DiagnósticoPrecozFabry #TratamientoFabry #VisibilidadFabry #VidaConFabry #HéroesFabry #MesDeConcienciaciónFabry #GenéticaFabry,,,,2025-09-18T15:42:44Z
1968183859243258166,2025-09-17 05:22:53+00:00,,,"Chiesi presenta nuevas presentaciones sobre #Fabry y #AlfaManosidosis en el ICIEM 2025
#enfermedadesraras  https://t.co/4rpdoKeHFC vía @IMMedicoHosp",2,1,0,0,es,https://x.com/i/web/status/1968183859243258166,https://www.immedicohospitalario.es/noticia/52754/chiesi-presenta-nuevas-presentaciones-sobre-fabry-y-alfa-manosidosis-e.html,False,False,False,,,(#Fabry OR #FabryDisease OR #FabryAwareness OR #FabryHeroes OR #LivingWithFabry OR #FabryTreatment OR #FabryCommunity OR #EnfermedadDeFabry OR #FabryEspañol OR #FabryLatAm OR #DiagnósticoPrecozFabry OR #TratamientoFabry OR #VisibilidadFabry OR #VidaConFabry OR #HéroesFabry OR #MesDeConcienciaciónFabry OR #GenéticaFabry),fabry,#Fabry #FabryDisease #FabryAwareness #FabryHeroes #LivingWithFabry #FabryTreatment #FabryCommunity #EnfermedadDeFabry #FabryEspañol #FabryLatAm #DiagnósticoPrecozFabry #TratamientoFabry #VisibilidadFabry #VidaConFabry #HéroesFabry #MesDeConcienciaciónFabry #GenéticaFabry,,,,2025-09-18T15:42:44Z
1968182899561390107,2025-09-17 05:19:04+00:00,,,"El Hospital de A Coruña ‘vigila’ a 2.000 familias con la principal cardiopatía tras la muerte súbita en jóvenes: «Un corazón engrosado siempre hay que estudiarlo bien» 
#fabry #lisosomales #enfermedadesraras  https://t.co/qyZHWL7ZgT a través de @laopinioncoruna",0,0,0,0,es,https://x.com/i/web/status/1968182899561390107,https://www.laopinioncoruna.es/coruna/2025/09/17/hospital-coruna-vigila-2-000-121647916.html?utm_source=twitter&utm_medium=social&utm_campaign=btn-share,False,False,False,,,(#Fabry OR #FabryDisease OR #FabryAwareness OR #FabryHeroes OR #LivingWithFabry OR #FabryTreatment OR #FabryCommunity OR #EnfermedadDeFabry OR #FabryEspañol OR #FabryLatAm OR #DiagnósticoPrecozFabry OR #TratamientoFabry OR #VisibilidadFabry OR #VidaConFabry OR #HéroesFabry OR #MesDeConcienciaciónFabry OR #GenéticaFabry),fabry,#Fabry #FabryDisease #FabryAwareness #FabryHeroes #LivingWithFabry #FabryTreatment #FabryCommunity #EnfermedadDeFabry #FabryEspañol #FabryLatAm #DiagnósticoPrecozFabry #TratamientoFabry #VisibilidadFabry #VidaConFabry #HéroesFabry #MesDeConcienciaciónFabry #GenéticaFabry,,,,2025-09-18T15:42:44Z
1968180093404188871,2025-09-17 05:07:55+00:00,,,"Sangamo Therapeutics ha anunciado resultados preliminares muy positivos en su ensayo clínico de Fase 1/2 STAAR con isaralgagene civaparvovec, una terapia génica para adultos con enfermedad de #Fabry
#enfermedadesraras 
https://t.co/E6COwxzUht https://t.co/UEVUrK0oj1",1,0,0,0,es,https://x.com/i/web/status/1968180093404188871,https://mpslisosomales.org/noticias/investigacion-terapias/avances-esperanzadores-en-terapia-genica-para-la-enfermedad-de-fabry/ https://x.com/MPSpapas/status/1968180093404188871/photo/1,False,False,False,,,(#Fabry OR #FabryDisease OR #FabryAwareness OR #FabryHeroes OR #LivingWithFabry OR #FabryTreatment OR #FabryCommunity OR #EnfermedadDeFabry OR #FabryEspañol OR #FabryLatAm OR #DiagnósticoPrecozFabry OR #TratamientoFabry OR #VisibilidadFabry OR #VidaConFabry OR #HéroesFabry OR #MesDeConcienciaciónFabry OR #GenéticaFabry),fabry,#Fabry #FabryDisease #FabryAwareness #FabryHeroes #LivingWithFabry #FabryTreatment #FabryCommunity #EnfermedadDeFabry #FabryEspañol #FabryLatAm #DiagnósticoPrecozFabry #TratamientoFabry #VisibilidadFabry #VidaConFabry #HéroesFabry #MesDeConcienciaciónFabry #GenéticaFabry,,,,2025-09-18T15:42:44Z
1968043423514210732,2025-09-16 20:04:51+00:00,,,"RT @MSBBrandao: 3⃣ #HCM &amp; phenocopies can be distinguished by #WhyCMR LGE + parametric mapping💡

🔑in the era of precision medicine❗️
#HCM -…",0,5,0,0,en,https://x.com/i/web/status/1968043423514210732,,True,False,False,1967560334555926926,"3⃣ #HCM &amp; phenocopies can be distinguished by #WhyCMR LGE + parametric mapping💡

🔑in the era of precision medicine❗️
#HCM - 🫀 myosin inhibitors
#amyloidosis - stabilizers, silencers &amp; 🔜depleters 
#Fabry disease - enzyme therapy and chaperones

Gene therapy in the horizon 🔜 https://t.co/hxMMlqAZsV",(#Fabry OR #FabryDisease OR #FabryAwareness OR #FabryHeroes OR #LivingWithFabry OR #FabryTreatment OR #FabryCommunity OR #EnfermedadDeFabry OR #FabryEspañol OR #FabryLatAm OR #DiagnósticoPrecozFabry OR #TratamientoFabry OR #VisibilidadFabry OR #VidaConFabry OR #HéroesFabry OR #MesDeConcienciaciónFabry OR #GenéticaFabry),fabry,#Fabry #FabryDisease #FabryAwareness #FabryHeroes #LivingWithFabry #FabryTreatment #FabryCommunity #EnfermedadDeFabry #FabryEspañol #FabryLatAm #DiagnósticoPrecozFabry #TratamientoFabry #VisibilidadFabry #VidaConFabry #HéroesFabry #MesDeConcienciaciónFabry #GenéticaFabry,,,,2025-09-18T15:42:44Z
1968038185071718786,2025-09-16 19:44:02+00:00,,,"RT @MSBBrandao: 3⃣ #HCM &amp; phenocopies can be distinguished by #WhyCMR LGE + parametric mapping💡

🔑in the era of precision medicine❗️
#HCM -…",0,5,0,0,en,https://x.com/i/web/status/1968038185071718786,,True,False,False,1967560334555926926,"3⃣ #HCM &amp; phenocopies can be distinguished by #WhyCMR LGE + parametric mapping💡

🔑in the era of precision medicine❗️
#HCM - 🫀 myosin inhibitors
#amyloidosis - stabilizers, silencers &amp; 🔜depleters 
#Fabry disease - enzyme therapy and chaperones

Gene therapy in the horizon 🔜 https://t.co/hxMMlqAZsV",(#Fabry OR #FabryDisease OR #FabryAwareness OR #FabryHeroes OR #LivingWithFabry OR #FabryTreatment OR #FabryCommunity OR #EnfermedadDeFabry OR #FabryEspañol OR #FabryLatAm OR #DiagnósticoPrecozFabry OR #TratamientoFabry OR #VisibilidadFabry OR #VidaConFabry OR #HéroesFabry OR #MesDeConcienciaciónFabry OR #GenéticaFabry),fabry,#Fabry #FabryDisease #FabryAwareness #FabryHeroes #LivingWithFabry #FabryTreatment #FabryCommunity #EnfermedadDeFabry #FabryEspañol #FabryLatAm #DiagnósticoPrecozFabry #TratamientoFabry #VisibilidadFabry #VidaConFabry #HéroesFabry #MesDeConcienciaciónFabry #GenéticaFabry,,,,2025-09-18T15:42:44Z
