id,date,user_username,user_displayname,content,like_count,retweet_count,reply_count,quote_count,lang,url,external_urls,is_retweet,is_quote,is_reply,referenced_tweet_id,referenced_tweet_text,search_query,search_preset,search_hashtags,search_lang,search_since,search_until,search_executed_at
1968723863438594129,2025-09-18 17:08:40+00:00,,,"@ChristianL86598 @PeterKirkCrosby Peptides supplier 
✅Factory direct pricing cut out the middleman and enjoy. ✅99% purity, backed by a third party lab #semaglutide #Retatrutide #tirzepatide #retatrutide #bodybuilder #peptides #GLP1 #glp1 #weightlossjourney #weightloss #greymarket #reta WhatsApp+1 (707) 299‑8618",0,0,0,0,en,https://x.com/i/web/status/1968723863438594129,,False,False,True,1963385758208987558,@PeterKirkCrosby I need one,(#GLP1 OR #GLP-1 OR #Semaglutide OR #Ozempic OR #Wegovy OR #Mounjaro OR #Obesity OR #WeightLossJourney OR #ObesityTreatment OR #WeightManagement OR #GLP1Drugs OR #GLP1Medications OR #Obesidad OR #SaludMetabólica OR #EfectosSecundariosGLP1 OR #MedicamentosObesidad),glp1,#GLP1 #GLP-1 #Semaglutide #Ozempic #Wegovy #Mounjaro #Obesity #WeightLossJourney #ObesityTreatment #WeightManagement #GLP1Drugs #GLP1Medications #Obesidad #SaludMetabólica #EfectosSecundariosGLP1 #MedicamentosObesidad,,,,2025-09-18T17:15:02Z
1968723689471435260,2025-09-18 17:07:59+00:00,,,"@uponlilypads @macrophallic Peptides supplier 
✅Factory direct pricing cut out the middleman and enjoy. ✅99% purity, backed by a third party lab #semaglutide #Retatrutide #tirzepatide #retatrutide #bodybuilder #peptides #GLP1 #glp1 #weightlossjourney #weightloss #greymarket #reta WhatsApp+1 (707) 299‑8618",0,0,0,0,en,https://x.com/i/web/status/1968723689471435260,,False,False,True,1962964048762339704,@macrophallic Don’t stop get it get it,(#GLP1 OR #GLP-1 OR #Semaglutide OR #Ozempic OR #Wegovy OR #Mounjaro OR #Obesity OR #WeightLossJourney OR #ObesityTreatment OR #WeightManagement OR #GLP1Drugs OR #GLP1Medications OR #Obesidad OR #SaludMetabólica OR #EfectosSecundariosGLP1 OR #MedicamentosObesidad),glp1,#GLP1 #GLP-1 #Semaglutide #Ozempic #Wegovy #Mounjaro #Obesity #WeightLossJourney #ObesityTreatment #WeightManagement #GLP1Drugs #GLP1Medications #Obesidad #SaludMetabólica #EfectosSecundariosGLP1 #MedicamentosObesidad,,,,2025-09-18T17:15:02Z
1968723498777341981,2025-09-18 17:07:13+00:00,,,#WellnessTip #NaturalDetox #LemonHoneyWater #WeightLossJourney #HealthyHabits #DailyWellness #DetoxDrink #AyurvedaLifestyle #HolisticHealth #HealthyLifestyle #स्वस्थभारत #ImmunityBooster #SwasthRaho #WellnessIndia #HealthIsWealth https://t.co/Z9O2TcVO0t,0,0,0,0,qme,https://x.com/i/web/status/1968723498777341981,https://x.com/PBuknu/status/1968723498777341981/video/1,False,False,False,,,(#GLP1 OR #GLP-1 OR #Semaglutide OR #Ozempic OR #Wegovy OR #Mounjaro OR #Obesity OR #WeightLossJourney OR #ObesityTreatment OR #WeightManagement OR #GLP1Drugs OR #GLP1Medications OR #Obesidad OR #SaludMetabólica OR #EfectosSecundariosGLP1 OR #MedicamentosObesidad),glp1,#GLP1 #GLP-1 #Semaglutide #Ozempic #Wegovy #Mounjaro #Obesity #WeightLossJourney #ObesityTreatment #WeightManagement #GLP1Drugs #GLP1Medications #Obesidad #SaludMetabólica #EfectosSecundariosGLP1 #MedicamentosObesidad,,,,2025-09-18T17:15:02Z
1968722842373210318,2025-09-18 17:04:37+00:00,,,Les actions Novo Nordisk en hausse après des essais prometteurs avec un médicament contre l’obésité https://t.co/TnUF814wri #NovoNordisk #Obésité #Santé #Médicament #Wegovy https://t.co/YON0PBbMz8,0,0,0,0,fr,https://x.com/i/web/status/1968722842373210318,https://fr.businessam.be/les-actions-novo-nordisk-en-hausse-apres-des-essais-prometteurs-avec-un-medicament-contre-lobesite/?utm_source=dlvr.it&utm_medium=twitter https://x.com/businessamfr/status/1968722842373210318/photo/1,False,False,False,,,(#GLP1 OR #GLP-1 OR #Semaglutide OR #Ozempic OR #Wegovy OR #Mounjaro OR #Obesity OR #WeightLossJourney OR #ObesityTreatment OR #WeightManagement OR #GLP1Drugs OR #GLP1Medications OR #Obesidad OR #SaludMetabólica OR #EfectosSecundariosGLP1 OR #MedicamentosObesidad),glp1,#GLP1 #GLP-1 #Semaglutide #Ozempic #Wegovy #Mounjaro #Obesity #WeightLossJourney #ObesityTreatment #WeightManagement #GLP1Drugs #GLP1Medications #Obesidad #SaludMetabólica #EfectosSecundariosGLP1 #MedicamentosObesidad,,,,2025-09-18T17:15:02Z
1968722841735733515,2025-09-18 17:04:37+00:00,,,Aandelen Novo Nordisk stijgen na veelbelovende proef met obesitaspil https://t.co/By5D9C2eNe #NovoNordisk #Obesitas #Gezondheid #Aandelen #Wegovy https://t.co/Go2iEYFchy,0,0,0,0,nl,https://x.com/i/web/status/1968722841735733515,https://businessam.be/aandelen-novo-nordisk-stijgen-na-veelbelovende-proef-met-obesitaspil/?utm_source=dlvr.it&utm_medium=twitter https://x.com/businessamnl/status/1968722841735733515/photo/1,False,False,False,,,(#GLP1 OR #GLP-1 OR #Semaglutide OR #Ozempic OR #Wegovy OR #Mounjaro OR #Obesity OR #WeightLossJourney OR #ObesityTreatment OR #WeightManagement OR #GLP1Drugs OR #GLP1Medications OR #Obesidad OR #SaludMetabólica OR #EfectosSecundariosGLP1 OR #MedicamentosObesidad),glp1,#GLP1 #GLP-1 #Semaglutide #Ozempic #Wegovy #Mounjaro #Obesity #WeightLossJourney #ObesityTreatment #WeightManagement #GLP1Drugs #GLP1Medications #Obesidad #SaludMetabólica #EfectosSecundariosGLP1 #MedicamentosObesidad,,,,2025-09-18T17:15:02Z
1968722545462374442,2025-09-18 17:03:26+00:00,,,"RT @DanielJDrucker: Worth a read for context on the ""lean mass muscle loss"" #obesity GLP-1 medicine debate. Keep an eye on muscle function…",0,17,0,0,en,https://x.com/i/web/status/1968722545462374442,,True,False,False,1968604395676848577,"Worth a read for context on the ""lean mass muscle loss"" #obesity GLP-1 medicine debate. Keep an eye on muscle function and health, diet quality and resistance #exercise and not just the DXA scan  @SA_Diabetes @MolMetab #weightloss  https://t.co/W4fx6PqplL https://t.co/Z0CpGcVN19",(#GLP1 OR #GLP-1 OR #Semaglutide OR #Ozempic OR #Wegovy OR #Mounjaro OR #Obesity OR #WeightLossJourney OR #ObesityTreatment OR #WeightManagement OR #GLP1Drugs OR #GLP1Medications OR #Obesidad OR #SaludMetabólica OR #EfectosSecundariosGLP1 OR #MedicamentosObesidad),glp1,#GLP1 #GLP-1 #Semaglutide #Ozempic #Wegovy #Mounjaro #Obesity #WeightLossJourney #ObesityTreatment #WeightManagement #GLP1Drugs #GLP1Medications #Obesidad #SaludMetabólica #EfectosSecundariosGLP1 #MedicamentosObesidad,,,,2025-09-18T17:15:02Z
1968722311495709069,2025-09-18 17:02:30+00:00,,,"💰 Roche to acquire 89bio ($ETNB) $14.50/share + $6 milestones 💊 Pegozafermin (FGF21) for MASH 🚀 +86% pre-market 🏥 Expands obesity/metabolic portfolio ⚔️ vs $GSK $AKRO $NOVO_B $LLY 🔥 Strong BUY signal – high growth potential!

#Biotech #Pharma #ETNB #RO #MASH #Obesity https://t.co/mkq0lcIufS",0,0,0,0,en,https://x.com/i/web/status/1968722311495709069,https://x.com/1mahii1/status/1968722311495709069/photo/1,False,False,False,,,(#GLP1 OR #GLP-1 OR #Semaglutide OR #Ozempic OR #Wegovy OR #Mounjaro OR #Obesity OR #WeightLossJourney OR #ObesityTreatment OR #WeightManagement OR #GLP1Drugs OR #GLP1Medications OR #Obesidad OR #SaludMetabólica OR #EfectosSecundariosGLP1 OR #MedicamentosObesidad),glp1,#GLP1 #GLP-1 #Semaglutide #Ozempic #Wegovy #Mounjaro #Obesity #WeightLossJourney #ObesityTreatment #WeightManagement #GLP1Drugs #GLP1Medications #Obesidad #SaludMetabólica #EfectosSecundariosGLP1 #MedicamentosObesidad,,,,2025-09-18T17:15:02Z
1968721361901088824,2025-09-18 16:58:44+00:00,,,#VNACommunity #WeightLossJourney #HealthyLiving #VNAWeightLossClinic #WellnessSupport,0,0,0,0,qht,https://x.com/i/web/status/1968721361901088824,,False,False,True,1968721360500191604,"Whether your goal is improving health, gaining confidence, or preventing chronic illness, we’re here to guide you every step of the way. 

📍 Learn more or sign up today: https://t.co/KRBIz77llh

✨ A healthier tomorrow starts today — let’s do this together!",(#GLP1 OR #GLP-1 OR #Semaglutide OR #Ozempic OR #Wegovy OR #Mounjaro OR #Obesity OR #WeightLossJourney OR #ObesityTreatment OR #WeightManagement OR #GLP1Drugs OR #GLP1Medications OR #Obesidad OR #SaludMetabólica OR #EfectosSecundariosGLP1 OR #MedicamentosObesidad),glp1,#GLP1 #GLP-1 #Semaglutide #Ozempic #Wegovy #Mounjaro #Obesity #WeightLossJourney #ObesityTreatment #WeightManagement #GLP1Drugs #GLP1Medications #Obesidad #SaludMetabólica #EfectosSecundariosGLP1 #MedicamentosObesidad,,,,2025-09-18T17:15:02Z
1968721337490239595,2025-09-18 16:58:38+00:00,,,"Biotech Booms: Roche’s 89bio Deal Spurs Sector Rally, Eupraxia $EPRX Rides Positive Momentum ( $ETNB $RHHBY $IBB $XBI )

https://t.co/sQu9ESFVWA

#Roche #89bio #Eupraxia #EPRX #Acquisition #Biotech #Pharmaceuticals #WallStreet #StockMarket #Mergers   #Obesity #MetabolicDisease",0,0,0,0,en,https://x.com/i/web/status/1968721337490239595,https://vistapglobal.com/biotech-booms-roches-89bio-deal-spurs-sector-rally-eupraxia-eprx-rides-positive-momentum-etnb-rhhby-ibb-xbi/,False,False,False,,,(#GLP1 OR #GLP-1 OR #Semaglutide OR #Ozempic OR #Wegovy OR #Mounjaro OR #Obesity OR #WeightLossJourney OR #ObesityTreatment OR #WeightManagement OR #GLP1Drugs OR #GLP1Medications OR #Obesidad OR #SaludMetabólica OR #EfectosSecundariosGLP1 OR #MedicamentosObesidad),glp1,#GLP1 #GLP-1 #Semaglutide #Ozempic #Wegovy #Mounjaro #Obesity #WeightLossJourney #ObesityTreatment #WeightManagement #GLP1Drugs #GLP1Medications #Obesidad #SaludMetabólica #EfectosSecundariosGLP1 #MedicamentosObesidad,,,,2025-09-18T17:15:02Z
1968721146431344659,2025-09-18 16:57:53+00:00,,,"Biotech Booms: Roche’s 89bio Deal Spurs Sector Rally, Eupraxia (EPRX) Rides Positive Momentum ( $ETNB $RHHBY $IBB $XBI )

https://t.co/CtJp41kpjK

#Roche #89bio #Eupraxia #EPRX #Acquisition #Biotech #Pharmaceuticals  #LiverDisease    #Mergers  #DrugDevelopment #Obesity",0,0,0,0,en,https://x.com/i/web/status/1968721146431344659,https://vistapglobal.com/biotech-booms-roches-89bio-deal-spurs-sector-rally-eupraxia-eprx-rides-positive-momentum-etnb-rhhby-ibb-xbi/,False,False,False,,,(#GLP1 OR #GLP-1 OR #Semaglutide OR #Ozempic OR #Wegovy OR #Mounjaro OR #Obesity OR #WeightLossJourney OR #ObesityTreatment OR #WeightManagement OR #GLP1Drugs OR #GLP1Medications OR #Obesidad OR #SaludMetabólica OR #EfectosSecundariosGLP1 OR #MedicamentosObesidad),glp1,#GLP1 #GLP-1 #Semaglutide #Ozempic #Wegovy #Mounjaro #Obesity #WeightLossJourney #ObesityTreatment #WeightManagement #GLP1Drugs #GLP1Medications #Obesidad #SaludMetabólica #EfectosSecundariosGLP1 #MedicamentosObesidad,,,,2025-09-18T17:15:02Z
